,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
211541,7381.0,4817.0,20931.0,1568.0,16354.0,9025.0,23017.0,57922.0,17444.0,1212.0,12263.0,21223.0,159371.0,1957.0,27.0,7574.0,5352.0,4638.0,2081.0,6159.0,50895.0,30.0,81380.0,2472.0,44165.0,1624.0,159.0,208.0,5396.0,2795.0,35628.0,152.0,11279.0,239.0,2065.0,25407.0,884.0,2591.0,5369.0,33.0,0.0,906.0,181.0,2822.0,20721.0,352.0,47328.0,25130.0,8.0,395.0,79.0,1357.0,135.0,188.0,7335.0,445.0,2838.0,2608.0,130.0,14751.0,1019.0,150.0,4186.0,903.0,7.0,4706.0,584.0,848.0,7.0,1.0,1575.0,254.0,2564.0,0.0,646.0,4754.0,358.0,319.0,13741.0,246.0,4168.0,1057.0,404.0,3172.0,139.0,0.0,291.0,17.0,939.0,1.0,13488.0,407.0,59801.0,13891.0,3032.0,3106.0,2.0,8.0,134.0,14075.0,1878.0,2360.0,11481.0,2967.0,838.0,5818.0,1496.0,43165.0,13330.0,9814.0,454.0,1204.0,2880.0,43876.0,4919.0,85219.0,512.0,92100.0,3743.0,2596.0,5720.0,1986.0,5031.0,2755.0,1282.0,244373.0,28653.0,14587.0,15698.0,16126.0,27804.0,16264.0,14576.0,16669.0,1900.0,33450.0,4893.0,2722.0
211544,1.0,0.0,36.0,0.0,25.0,0.0,0.0,87.0,0.0,96.0,32.0,4.0,0.0,8.0,0.0,0.0,136.0,6.0,2.0,57.0,94.0,0.0,3083.0,0.0,0.0,3.0,5.0,93.0,11.0,1.0,374.0,0.0,212.0,46.0,0.0,11.0,834.0,303.0,13.0,0.0,0.0,0.0,9.0,214.0,0.0,185.0,0.0,5349.0,0.0,332.0,0.0,0.0,0.0,0.0,323.0,438.0,115.0,9.0,1.0,0.0,828.0,0.0,201.0,245.0,0.0,95.0,441.0,0.0,65.0,16.0,0.0,886.0,701.0,0.0,171.0,1254.0,1328.0,1075.0,31.0,18.0,4898.0,412.0,454.0,6126.0,2.0,0.0,0.0,2.0,5465.0,0.0,2487.0,286.0,19.0,31.0,257.0,9.0,0.0,0.0,5.0,1363.0,0.0,4753.0,33.0,1812.0,5.0,785.0,0.0,6324.0,8746.0,556.0,6.0,1.0,0.0,17507.0,3653.0,8373.0,4.0,576.0,1020.0,123.0,0.0,2171.0,0.0,0.0,4510.0,1.0,3.0,0.0,47.0,0.0,291.0,0.0,79.0,4141.0,0.0,0.0,42.0,0.0
211546,166.0,23.0,5.0,187.0,144.0,1472.0,24.0,3712.0,766.0,458.0,0.0,44.0,40.0,3769.0,0.0,63.0,761.0,218.0,13.0,1581.0,1.0,0.0,389701.0,1130.0,1332.0,156.0,314.0,725.0,527.0,1455.0,5049.0,2712.0,7165.0,2175.0,319.0,7651.0,28.0,5.0,104.0,1374.0,78.0,0.0,1383.0,585.0,28296.0,884.0,551.0,1314.0,0.0,84.0,453.0,10162.0,71.0,15.0,64.0,193.0,302.0,131.0,7.0,354.0,4047.0,1.0,154.0,297.0,0.0,2753.0,903.0,419.0,0.0,0.0,1512.0,427.0,160.0,0.0,119.0,28.0,43.0,1234.0,4476.0,0.0,403.0,117.0,1154.0,40.0,21.0,0.0,13.0,164.0,62.0,0.0,4379.0,1260.0,5505.0,14633.0,37.0,804.0,314.0,0.0,1035.0,182.0,1451.0,0.0,2549.0,388.0,171.0,2366.0,150.0,8471.0,553.0,1312.0,16.0,30.0,8464.0,2045.0,4195.0,442037.0,951.0,160.0,4047.0,159.0,266.0,166.0,59.0,0.0,1572.0,1167.0,643.0,0.0,926.0,2345.0,1059.0,39.0,51.0,1112.0,1.0,11.0,163.0,18.0
211547,925.0,356.0,4944.0,5082.0,31384.0,22148.0,94416.0,195.0,2083.0,23.0,8255.0,9413.0,27632.0,14586.0,0.0,123.0,104389.0,120084.0,66.0,57442.0,3186.0,19.0,206683.0,1770.0,4295.0,2.0,165.0,27.0,141434.0,422.0,1139644.0,0.0,64348.0,5.0,369.0,6766.0,23367.0,1660.0,100618.0,250.0,0.0,368.0,49.0,251536.0,21156.0,20794.0,2973.0,296.0,4.0,5812.0,48.0,3.0,0.0,76.0,32220.0,3015.0,15479.0,157570.0,482.0,32785.0,36257.0,13405.0,62657.0,12831.0,0.0,91903.0,441885.0,18.0,0.0,0.0,45.0,80927.0,47402.0,8.0,5880.0,51428.0,6619.0,32022.0,5118.0,673.0,2819.0,12912.0,3906.0,37150.0,57.0,0.0,17.0,233.0,4024.0,133.0,426.0,13062.0,932.0,18547.0,128432.0,4.0,0.0,2.0,105.0,52994.0,1882.0,13613.0,5041.0,208.0,15.0,45570.0,4.0,838784.0,344.0,140907.0,168.0,158.0,9.0,2332.0,1317.0,138623.0,6.0,3504.0,60289.0,2.0,123874.0,76911.0,118.0,1.0,8293.0,17831.0,6881.0,19428.0,31.0,230.0,404.0,71413.0,11998.0,21739.0,6401.0,2719.0,447.0,27.0
211549,0.0,1221.0,0.0,68.0,430.0,926.0,1.0,998.0,2.0,318.0,0.0,3.0,70.0,1678.0,0.0,0.0,21.0,21.0,1.0,2170.0,418.0,0.0,4532.0,2035.0,802.0,33.0,284.0,149.0,2.0,8352.0,8450.0,0.0,86.0,92.0,2269.0,2142.0,66.0,4678.0,42.0,0.0,6.0,1.0,89.0,5.0,754.0,1250.0,92.0,472.0,0.0,9886.0,127.0,0.0,2.0,85.0,4.0,2.0,0.0,3136.0,19.0,13.0,4.0,258.0,4.0,11.0,2.0,24.0,3.0,28.0,0.0,14.0,25.0,49.0,2.0,0.0,1.0,0.0,1992.0,0.0,2.0,1.0,2585.0,0.0,0.0,6.0,108.0,9.0,0.0,233.0,5455.0,0.0,459.0,2558.0,31.0,704.0,4.0,138.0,0.0,29.0,5.0,85.0,1544.0,27.0,7187.0,1643.0,197.0,29.0,7.0,5359.0,2291.0,4.0,97.0,233.0,31.0,119.0,214.0,3075.0,2.0,683.0,360.0,20.0,5.0,66.0,0.0,0.0,562.0,56.0,4.0,0.0,199.0,16.0,24.0,24.0,32.0,17.0,5.0,1.0,3.0,0.0
211550,1591.0,1537.0,3.0,1.0,1006.0,0.0,0.0,228.0,23492.0,218.0,0.0,311.0,1388.0,2569.0,6.0,36.0,141.0,5.0,253.0,714.0,115.0,23.0,33196.0,220.0,13.0,50.0,130.0,110.0,8.0,948.0,2453.0,0.0,193.0,106.0,5.0,379.0,37.0,671.0,414.0,7.0,12.0,2.0,157.0,9.0,276.0,43.0,468.0,317.0,0.0,31.0,82.0,0.0,16.0,47.0,6.0,1.0,13.0,21.0,16.0,28.0,0.0,124.0,1.0,24.0,52.0,6.0,10.0,99.0,0.0,0.0,29.0,8.0,1.0,1.0,78.0,2.0,256.0,18.0,5.0,0.0,649.0,2.0,0.0,1.0,46.0,3.0,0.0,1361.0,96.0,0.0,235.0,1032.0,17318.0,12059.0,0.0,70.0,1.0,5.0,3.0,4.0,8595.0,7.0,9599.0,12.0,95.0,1077.0,75.0,16060.0,6537.0,393.0,80.0,841.0,57.0,131.0,916.0,20543.0,853.0,4957.0,4077.0,3027.0,198.0,195.0,32978.0,4.0,8207.0,2945.0,8002.0,4.0,65.0,22021.0,12198.0,8.0,0.0,102.0,2.0,36.0,1871.0,1731.0
211775,6353.0,4362.0,183050.0,4646.0,33757.0,10237.0,98570.0,25179.0,109445.0,8736024.0,49694.0,250572.0,105772.0,97266.0,112231.0,5279.0,12907.0,76300.0,111644.0,3747.0,100526.0,22240.0,1896569.0,4670.0,31172.0,1250118.0,308663.0,38941.0,8320.0,27819.0,33659.0,55.0,21847.0,201755.0,557.0,4530879.0,7841.0,232221.0,31821.0,1608.0,861.0,1929.0,39664.0,15261.0,1177467.0,15512.0,892633.0,10382029.0,21.0,14329.0,39471.0,756.0,26633.0,39349.0,5746.0,1018.0,20726.0,29055.0,489.0,20625.0,18900.0,15534.0,8190.0,2642.0,54.0,20543.0,13140.0,11226.0,113.0,126.0,7857.0,22373.0,41255.0,61.0,1899.0,5391.0,20428.0,15417.0,56755.0,648.0,43154.0,24473.0,844.0,5826.0,27715.0,18812.0,1848.0,25302.0,13814.0,5.0,10145202.0,15259.0,666642.0,938623.0,21228.0,34185.0,1034.0,117.0,1241.0,81218.0,97172.0,13327.0,3731378.0,2003.0,194262.0,24053.0,64.0,31971.0,76078.0,10056.0,61329.0,174541.0,891664.0,56421.0,6076.0,1842803.0,12312.0,153976.0,7405.0,69980.0,75821.0,12823.0,1149.0,108603.0,95743.0,108029.0,259583.0,52023.0,8111176.0,89678.0,29734.0,122590.0,23719.0,61412.0,2284.0,187786.0,22179.0,14708.0
211776,6183.0,5007.0,22780.0,1944.0,33096.0,11754.0,43372.0,27216.0,42747.0,7501898.0,22437.0,54160.0,60901.0,26353.0,44898.0,4064.0,6666.0,23045.0,66517.0,5818.0,56055.0,8285.0,1898724.0,5516.0,33202.0,803531.0,349764.0,55085.0,6524.0,46691.0,29327.0,160.0,21916.0,154632.0,1057.0,3255566.0,8629.0,48870.0,23693.0,1348.0,5221.0,256.0,22614.0,17271.0,1099702.0,21202.0,534846.0,9097618.0,5.0,9498.0,108825.0,171.0,50811.0,57500.0,7548.0,690.0,14630.0,28211.0,1033.0,26600.0,18657.0,35800.0,4708.0,4334.0,14.0,20205.0,23821.0,8468.0,2.0,8.0,9896.0,18784.0,21592.0,38.0,2206.0,6213.0,2656.0,23808.0,56488.0,565.0,40582.0,15576.0,901.0,5219.0,88365.0,59709.0,424.0,123669.0,9548.0,8.0,8711684.0,6058.0,369536.0,868296.0,17827.0,29057.0,322.0,1011.0,739.0,23265.0,111593.0,14908.0,2611466.0,2009.0,150804.0,15405.0,40.0,22080.0,31590.0,4689.0,71240.0,151655.0,713827.0,51742.0,5980.0,1985571.0,1996.0,23176.0,4074.0,13513.0,48691.0,9438.0,4057.0,118630.0,39450.0,52082.0,178166.0,43837.0,6204907.0,114652.0,30502.0,87834.0,35291.0,51086.0,5236.0,121430.0,15344.0,11599.0
211777,10886.0,12694.0,42727.0,3116.0,47358.0,11576.0,44162.0,19049.0,77139.0,5613417.0,39017.0,148436.0,70507.0,51939.0,54282.0,6021.0,7989.0,55212.0,40949.0,4102.0,70296.0,1822.0,2055774.0,669.0,14185.0,599472.0,110930.0,26827.0,5492.0,14309.0,16315.0,5.0,14268.0,15917.0,268.0,2272208.0,5036.0,142756.0,47300.0,185.0,13.0,375.0,9736.0,16505.0,523372.0,6393.0,545526.0,6245026.0,0.0,10938.0,5226.0,69.0,14802.0,6121.0,4874.0,773.0,29279.0,13508.0,1664.0,31434.0,20525.0,31165.0,5986.0,1753.0,12.0,35582.0,17847.0,17670.0,4.0,2.0,17162.0,10405.0,17360.0,1.0,1730.0,5451.0,14288.0,14286.0,21080.0,822.0,16360.0,15575.0,843.0,3724.0,9030.0,15049.0,366.0,28509.0,12888.0,15.0,6283079.0,9370.0,450660.0,786161.0,14057.0,20963.0,419.0,525.0,408.0,30632.0,124984.0,5955.0,2431798.0,398.0,73031.0,12803.0,10.0,13985.0,34135.0,1737.0,20223.0,86993.0,496413.0,33208.0,2234.0,1656989.0,6550.0,35913.0,1524.0,32092.0,44115.0,4816.0,12632.0,26047.0,40701.0,35915.0,83253.0,19767.0,5996480.0,67313.0,36720.0,58543.0,13112.0,54827.0,2282.0,19486.0,14421.0,6886.0
211778,5021.0,6029.0,97321.0,2382.0,30466.0,16108.0,70965.0,14393.0,33169.0,9967633.0,32398.0,137628.0,60873.0,36739.0,146624.0,2955.0,6954.0,35435.0,45659.0,2113.0,69312.0,4409.0,2172499.0,2697.0,35575.0,839487.0,218716.0,144727.0,3909.0,20573.0,28270.0,74.0,19279.0,154283.0,327.0,2607553.0,4145.0,87991.0,23627.0,1007.0,2641.0,1440.0,51407.0,10999.0,715883.0,11357.0,535787.0,7667111.0,0.0,10095.0,107424.0,117.0,46587.0,53075.0,5904.0,974.0,16550.0,16193.0,474.0,21797.0,16638.0,24660.0,5090.0,995.0,119.0,12644.0,20561.0,6721.0,74.0,434.0,7198.0,15768.0,18465.0,108.0,2263.0,5577.0,14780.0,14246.0,14609.0,201.0,18442.0,18946.0,899.0,8119.0,67503.0,47669.0,116.0,105838.0,9229.0,4.0,7459095.0,4484.0,464494.0,774539.0,13025.0,39872.0,1332.0,11466.0,598.0,19909.0,93388.0,6205.0,2566017.0,753.0,112675.0,15572.0,89.0,20613.0,21405.0,5043.0,119694.0,94913.0,832471.0,37915.0,2390.0,1990923.0,3323.0,70901.0,5864.0,35547.0,31826.0,9021.0,4430.0,98969.0,62934.0,80203.0,313016.0,43743.0,11086880.0,51464.0,13302.0,59115.0,9862.0,31607.0,2557.0,227036.0,5236.0,9767.0
211780,23044.0,11975.0,372.0,323.0,13145.0,3178.0,3337.0,53012.0,12024.0,40126.0,144.0,1531.0,2475.0,1915.0,1842.0,5328.0,877.0,217.0,95.0,59.0,650.0,0.0,122619.0,17.0,31630.0,19663.0,15057.0,26067.0,1462.0,16.0,7287.0,0.0,48.0,30241.0,217.0,3495.0,10.0,24.0,6496.0,0.0,264.0,307.0,56190.0,55.0,845.0,5.0,9519.0,20955.0,0.0,105.0,5998.0,0.0,601.0,1108.0,77.0,3.0,7.0,1041.0,23.0,12302.0,56.0,7.0,29.0,65.0,724.0,56.0,11.0,278.0,2.0,1.0,19.0,10.0,13.0,0.0,45.0,12.0,2.0,2.0,19860.0,73.0,740.0,1.0,0.0,51.0,383.0,2991.0,0.0,958.0,22.0,0.0,38143.0,51.0,10324.0,213.0,123.0,30164.0,1.0,5849.0,2.0,6661.0,15.0,449.0,167.0,0.0,24189.0,31.0,0.0,12177.0,25.0,2398.0,16169.0,5832.0,12166.0,37010.0,31.0,329039.0,0.0,1628.0,112.0,5.0,6961.0,1189.0,8881.0,1828.0,1051.0,3658.0,8274.0,74.0,25109.0,41709.0,93667.0,354.0,7817.0,15478.0,52.0,3703.0,22688.0,13792.0
211782,215.0,207.0,1010.0,11.0,1006.0,5553.0,221.0,1208.0,4958.0,9161.0,0.0,69.0,2933.0,125.0,3.0,26.0,53.0,259.0,21.0,4.0,1467.0,17.0,29025.0,153.0,743.0,346.0,179.0,283.0,39.0,68.0,474.0,0.0,20.0,37.0,1.0,129.0,0.0,42.0,179.0,9.0,4.0,8.0,172.0,3.0,146.0,3.0,739.0,708.0,0.0,8.0,358.0,2.0,217.0,27.0,87.0,3.0,5.0,21.0,46.0,4122.0,3.0,1.0,17.0,63.0,1.0,5.0,15.0,24.0,3.0,7.0,19.0,6.0,16.0,0.0,2.0,4.0,0.0,2.0,10.0,39.0,45.0,20.0,0.0,5.0,33.0,0.0,2.0,135.0,65.0,0.0,623.0,27.0,38.0,400.0,10.0,371.0,5.0,6.0,2.0,14.0,35.0,168.0,181.0,6.0,41.0,25.0,1.0,432.0,34.0,22.0,95.0,109.0,47.0,516.0,39.0,12481.0,5.0,32.0,21.0,13.0,106.0,88.0,7.0,12.0,17.0,20.0,21.0,0.0,319.0,29.0,110.0,63.0,153.0,154.0,9.0,1.0,13.0,32.0
211783,1341.0,545.0,3284.0,240.0,6888.0,3565.0,3398.0,1816.0,23836.0,0.0,3535.0,30159.0,33862.0,9114.0,0.0,5221.0,1823.0,1811.0,2972.0,1110.0,24967.0,488.0,6697.0,2681.0,4811.0,2.0,214.0,276.0,1531.0,3720.0,12183.0,28.0,9177.0,33.0,1011.0,16565.0,479.0,9068.0,2824.0,505.0,0.0,60.0,209.0,1810.0,7485.0,1658.0,30707.0,13.0,2.0,1722.0,222.0,68.0,0.0,395.0,3076.0,652.0,3633.0,11033.0,10263.0,7482.0,2672.0,286.0,1782.0,394.0,12.0,4655.0,1658.0,409.0,0.0,0.0,253.0,2949.0,9310.0,0.0,769.0,1718.0,366.0,4645.0,6417.0,14064.0,6999.0,6304.0,1139.0,3051.0,500.0,0.0,107.0,819.0,1507.0,61.0,17.0,2136.0,26027.0,11207.0,2320.0,68.0,98.0,0.0,331.0,8479.0,3221.0,684.0,10794.0,584.0,14.0,12041.0,110.0,26080.0,3276.0,2474.0,117.0,406.0,0.0,4485.0,1028.0,16518.0,222.0,44375.0,1144.0,1364.0,5207.0,3897.0,5126.0,0.0,2827.0,65029.0,52316.0,1980.0,2.0,17964.0,7053.0,4276.0,676.0,15267.0,606.0,3880.0,123.0,842.0
211784,3217.0,1463.0,1404.0,177.0,9358.0,200.0,5678.0,2380.0,15505.0,12.0,3182.0,19195.0,63315.0,4743.0,0.0,2927.0,2352.0,2346.0,3543.0,1166.0,22642.0,347.0,18199.0,1259.0,666.0,4.0,739.0,46.0,1537.0,5204.0,15980.0,41.0,8486.0,14.0,902.0,10063.0,510.0,2273.0,3206.0,343.0,3.0,29.0,274.0,2134.0,4656.0,1765.0,15996.0,30.0,0.0,986.0,301.0,33.0,6.0,251.0,3028.0,318.0,8797.0,17029.0,6718.0,1437.0,5072.0,540.0,659.0,876.0,22.0,6318.0,1924.0,304.0,1.0,4.0,235.0,2179.0,5996.0,0.0,706.0,1082.0,698.0,5169.0,7712.0,3802.0,2754.0,5199.0,460.0,2981.0,314.0,1.0,59.0,292.0,1108.0,0.0,33.0,1096.0,19600.0,7089.0,3031.0,144.0,16.0,3.0,344.0,3584.0,1989.0,338.0,8034.0,506.0,9.0,5003.0,38.0,18730.0,1876.0,2221.0,82.0,306.0,0.0,1509.0,724.0,9192.0,113.0,17653.0,894.0,736.0,4737.0,3346.0,3854.0,0.0,1853.0,29753.0,26265.0,1707.0,22.0,9639.0,1113.0,4378.0,1269.0,12294.0,253.0,1270.0,3638.0,303.0
211786,127.0,6247.0,162.0,1679.0,3416.0,2672.0,179.0,9756.0,282.0,1069.0,156.0,346.0,945.0,65.0,373.0,85.0,162.0,521.0,1.0,647.0,238.0,94.0,15259.0,139.0,4292.0,44.0,294.0,362.0,514.0,78.0,20358.0,107.0,775.0,62.0,162.0,1806.0,87.0,149.0,850.0,1.0,136.0,8.0,519.0,21.0,2560.0,53.0,4832.0,1262.0,0.0,91.0,60.0,99.0,989.0,43.0,68.0,4.0,414.0,37.0,9.0,233.0,138.0,215.0,3.0,421.0,200.0,285.0,6.0,475.0,0.0,15.0,2.0,279.0,35.0,0.0,8.0,29.0,64.0,81.0,1079.0,5.0,40.0,135.0,0.0,8.0,192.0,17.0,0.0,66.0,253.0,0.0,1280.0,28.0,16210.0,5032.0,6.0,488.0,167.0,92.0,0.0,319.0,95.0,90.0,1096.0,475.0,46.0,392.0,306.0,23504.0,51.0,426.0,456.0,199.0,296.0,4183.0,763.0,15717.0,0.0,708.0,1409.0,70.0,524.0,252.0,335.0,257.0,72.0,836.0,583.0,2.0,1548.0,622.0,2887.0,212.0,6481.0,1025.0,3361.0,897.0,5132.0,3981.0
211787,50.0,486.0,345.0,786.0,782.0,85.0,1319.0,3912.0,1975.0,847.0,183.0,429.0,347.0,539.0,195.0,18.0,603.0,345.0,121.0,846.0,462.0,45.0,75029.0,101.0,2301.0,20.0,437.0,224.0,199.0,45.0,19757.0,213.0,1114.0,299.0,13.0,1126.0,343.0,445.0,100.0,56.0,20.0,1.0,317.0,115.0,3863.0,46.0,1308.0,473.0,0.0,120.0,182.0,4.0,485.0,69.0,17.0,1.0,10.0,45.0,198.0,40.0,223.0,33.0,24.0,22.0,2.0,394.0,25.0,202.0,0.0,0.0,105.0,113.0,240.0,4.0,459.0,32.0,130.0,443.0,214.0,130.0,278.0,459.0,8.0,140.0,213.0,42.0,120.0,995.0,18.0,0.0,1228.0,123.0,2084.0,8703.0,316.0,268.0,4.0,21.0,2.0,751.0,76.0,268.0,3722.0,19.0,329.0,1355.0,651.0,33572.0,147.0,1624.0,185.0,413.0,13.0,5318.0,221.0,59609.0,174.0,866.0,2412.0,112.0,2110.0,918.0,25.0,50.0,1098.0,1214.0,259.0,238.0,482.0,5484.0,12890.0,619.0,1938.0,1325.0,4113.0,1009.0,1787.0,80.0
211791,4.0,289.0,5553.0,4532.0,1977.0,1460.0,1523.0,1708.0,213.0,343.0,676.0,624.0,354.0,148.0,22.0,125.0,181.0,128.0,18.0,61.0,254.0,4.0,20647.0,168.0,6107.0,53.0,738.0,288.0,88.0,254.0,814.0,6.0,110.0,138.0,21.0,654.0,589.0,48.0,691.0,13.0,0.0,17.0,242.0,77.0,733.0,61.0,5593.0,539.0,0.0,131.0,327.0,0.0,43.0,372.0,6.0,0.0,51.0,103.0,0.0,1254.0,6.0,52.0,6.0,98.0,10.0,392.0,373.0,122.0,38.0,8.0,122.0,605.0,217.0,0.0,85.0,9.0,83.0,14.0,1593.0,0.0,7106.0,8.0,0.0,139.0,309.0,43.0,1.0,308.0,545.0,0.0,583.0,466.0,12319.0,648.0,13.0,379.0,44.0,4.0,5.0,964.0,60.0,4267.0,907.0,889.0,228.0,458.0,6.0,4718.0,1511.0,168.0,5179.0,1006.0,50.0,26658.0,1784.0,20912.0,9.0,2163.0,664.0,350.0,46.0,70.0,643.0,10.0,4058.0,8687.0,1016.0,252.0,1949.0,283.0,9891.0,105.0,6531.0,4097.0,102.0,5934.0,922.0,159.0
211796,345.0,270.0,38.0,0.0,185.0,1.0,15.0,698.0,11074.0,438.0,6.0,617.0,236.0,1068.0,10.0,915.0,9.0,18.0,904.0,449.0,403.0,3.0,19753.0,89.0,459.0,39.0,430.0,243.0,39.0,125.0,1849.0,0.0,62.0,642.0,2.0,1423.0,69.0,1694.0,364.0,0.0,22.0,15.0,502.0,14.0,468.0,119.0,3873.0,828.0,0.0,78.0,638.0,1.0,202.0,467.0,17.0,4.0,26.0,154.0,0.0,157.0,23.0,22.0,12.0,25.0,22.0,21.0,132.0,53.0,28.0,36.0,69.0,79.0,15.0,10.0,3.0,10.0,83.0,7.0,870.0,28.0,308.0,9.0,16.0,8.0,367.0,46.0,86.0,1000.0,92.0,0.0,792.0,586.0,6863.0,5788.0,0.0,481.0,15.0,1.0,68.0,1039.0,3017.0,65.0,4397.0,208.0,193.0,596.0,259.0,4958.0,735.0,251.0,232.0,518.0,36.0,41.0,1274.0,28684.0,1.0,548.0,1547.0,292.0,427.0,229.0,539.0,24.0,1100.0,1587.0,587.0,0.0,300.0,17204.0,2700.0,37.0,16.0,378.0,1.0,14.0,154.0,294.0
211798,20.0,38.0,4.0,43.0,63.0,157.0,1706.0,10.0,33.0,819.0,16.0,10.0,52.0,122.0,9.0,0.0,475.0,2304.0,59.0,608.0,19.0,51.0,50734.0,587.0,13.0,951.0,376.0,64.0,2656.0,615.0,19135.0,300.0,2199.0,89.0,246.0,3769.0,30.0,334.0,27.0,97.0,0.0,1.0,65.0,30.0,3169.0,264.0,316.0,5072.0,0.0,59.0,145.0,3181.0,7.0,145.0,15.0,27.0,88.0,33.0,134.0,18.0,23.0,17.0,8.0,184.0,1.0,457.0,11.0,438.0,10.0,8.0,842.0,1104.0,1858.0,3.0,71.0,12.0,37.0,95.0,11.0,108.0,144.0,740.0,132.0,21.0,117.0,23.0,49.0,54.0,131.0,0.0,3148.0,1019.0,212.0,5386.0,189.0,1082.0,784.0,0.0,78.0,294.0,927.0,2.0,5630.0,124.0,305.0,5309.0,3.0,2293.0,585.0,658.0,1053.0,1758.0,1181.0,208.0,638.0,63447.0,0.0,179.0,112.0,98.0,510.0,613.0,3.0,1.0,69.0,644.0,125.0,33.0,32.0,12.0,44.0,83.0,133.0,267.0,1286.0,52.0,16.0,0.0
211799,0.0,18.0,273.0,0.0,172.0,8.0,787.0,661.0,143.0,123583.0,20.0,93.0,82.0,344.0,3114.0,0.0,361.0,977.0,5.0,980.0,52.0,0.0,32203.0,63.0,2759.0,26154.0,16566.0,39843.0,69.0,64.0,1194.0,0.0,258.0,92794.0,6.0,42251.0,83.0,17.0,313.0,8.0,36829.0,1095.0,40020.0,638.0,12946.0,37.0,13.0,401237.0,0.0,96.0,5795.0,0.0,1544.0,797.0,332.0,119.0,828.0,204.0,31.0,488.0,198.0,26.0,589.0,52.0,215.0,177.0,34.0,213.0,559.0,354.0,1349.0,142.0,1105.0,375.0,7077.0,5038.0,3.0,335.0,19441.0,3.0,440.0,289.0,206.0,844.0,2023.0,4543.0,0.0,3288.0,139.0,0.0,343981.0,256.0,23054.0,8434.0,7209.0,34015.0,2414.0,14402.0,0.0,1396.0,7.0,3592.0,29533.0,2017.0,41679.0,3245.0,0.0,4269895.0,64.0,3073.0,49341.0,35064.0,28379.0,296840.0,3235.0,116312.0,0.0,266.0,4928.0,13.0,3593.0,14630.0,187.0,6659.0,7431.0,1992.0,2353.0,183.0,172585.0,562.0,152601.0,20731.0,252.0,4477.0,700.0,795.0,5361.0,15.0
211800,0.0,81.0,0.0,55.0,56.0,432.0,647.0,1552.0,28.0,5040.0,5.0,0.0,5.0,22.0,531.0,0.0,1175.0,538.0,3.0,1798.0,7.0,2.0,18973.0,766.0,559.0,1161.0,32377.0,74148.0,2044.0,112.0,40155.0,10.0,5228.0,17519.0,183.0,5920.0,10.0,692.0,11.0,39.0,2781.0,12319.0,36565.0,17.0,2988.0,583.0,0.0,33987.0,0.0,783.0,4794.0,234.0,4748.0,1087.0,3.0,242.0,93.0,1492.0,2.0,0.0,3.0,8.0,1.0,7129.0,344.0,650.0,255.0,4826.0,115.0,48.0,294.0,562.0,314.0,298.0,3887.0,428.0,0.0,311.0,4250.0,0.0,1152.0,262.0,1843.0,208.0,2012.0,3475.0,35.0,5568.0,210.0,0.0,35771.0,111.0,1627.0,874.0,1439.0,70419.0,11283.0,3061.0,3.0,35.0,4.0,20.0,2836.0,172.0,24057.0,793.0,17.0,22472.0,41.0,1555.0,76584.0,26779.0,1109.0,29201.0,337.0,16025.0,0.0,542.0,4372.0,49.0,2326.0,3363.0,0.0,431.0,33.0,303.0,1011.0,22.0,11417.0,73.0,911.0,924.0,329.0,605.0,12.0,134.0,221.0,579.0
